地点名称,单位名称,前部-0x1E 可否刷怪(1可刷/2出击/空固定),前部-0x3C 未知-3C,前部-0x5A 未知-5A,前部-0x78 结构-78,前部-0x96 阵营(2普通红/3友方/4敌方),前部-0xB4 未知-B4,前部-0xD2 坐标行(1-based),前部-0xF0 坐标列(1-based),后部+0x1E 等级下限,后部+0x3C 等级上限(+10),后部+0x5A 未知+5A
幻獣の巣窟 幻兽的巢窟,エーグ族 埃古族,,,,7,2,,7,5,e,18,1
幻獣の巣窟 幻兽的巢窟,エーグ族 埃古族,,,,7,2,,2,7,e,18,1
幻獣の巣窟 幻兽的巢窟,ガーゴイル 石像鬼,1,,,7,2,2,8,1,e,18,1
幻獣の巣窟 幻兽的巢窟,ガーゴイル 石像鬼,,,,7,2,,5,7,e,18,1
飢狼の黒曜湖 饥狼的黑曜湖,天枯の飢狼王 天枯的饥狼王,,,2,7,2,,4,4,15,1f,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,,,2,7,2,,3,4,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,,,2,7,2,,5,4,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,1,,,7,2,6,1,b,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,1,,,7,2,7,9,10,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,1,,2,7,2,8,2,5,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,1,,1,7,2,8,2,5,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,,,,7,2,,3,10,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,,,,7,2,,5,f,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,トロエルグ 特罗埃尔格,,,,7,2,,5,11,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,悪しき呪術師 邪恶的咒术师,,,,7,2,,a,b,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,狂った水精 疯狂的水精,,,2,7,2,,2,3,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,狂った水精 疯狂的水精,,,1,7,2,,2,3,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,葉魔獣リリジー 叶魔兽莉莉吉,,,,7,2,,a,8,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,小鬼族,,,,7,2,,c,7,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,エーグ族 埃古族,,,,7,2,,f,6,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,グバルッカリーダー 古巴鲁卡首领,,,,7,2,,c,9,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,貝獣スラス 贝兽苏拉斯,,,2,7,2,,5,2,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,貝獣スラス 贝兽苏拉斯,,,1,7,2,,5,2,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,吸魂霊 吸魂灵,,,,7,2,,a,6,14,1e,1
飢狼の黒曜湖 饥狼的黑曜湖,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,,7,2,,9,a,14,1e,1
苔の山滝 苔山瀑布,誘惑貝獣 诱惑贝兽,,,,7,2,,3,1,10,1a,1
苔の山滝 苔山瀑布,誘惑貝獣 诱惑贝兽,,,,7,2,,3,7,10,1a,1
苔の山滝 苔山瀑布,誘惑貝獣 诱惑贝兽,,,,7,2,,6,1,10,1a,1
苔の山滝 苔山瀑布,バギル 巴吉尔,1,,,7,2,9,a,9,f,19,1
苔の山滝 苔山瀑布,貝獣スラス 贝兽苏拉斯,1,,,7,2,8,2,6,f,19,1
苔の山滝 苔山瀑布,水棲獣ケウラ 水栖兽凯乌拉,,,,7,2,,b,8,f,19,1
苔の山滝 苔山瀑布,狂った水精 疯狂的水精,,,,7,2,,e,9,f,19,1
苔の山滝 苔山瀑布,葉魔獣リリジー 叶魔兽莉莉吉,,,,7,2,,c,c,f,19,1
苔の山滝 苔山瀑布,妖ベコガノ 妖贝科加诺,,,,7,2,,4,5,f,19,1
乾風の山 干风之山,旋風岩 旋风岩,,,,7,4,,8,2,10,1a,1
乾風の山 干风之山,旋風岩 旋风岩,,,,7,4,,a,4,10,1a,1
乾風の山 干风之山,旋風岩 旋风岩,,,,7,4,,3,b,10,1a,1
乾風の山 干风之山,旋風岩 旋风岩,,,,7,4,,5,d,10,1a,1
乾風の山 干风之山,旋風岩 旋风岩,,,,7,4,,3,3,10,1a,1
乾風の山 干风之山,旋風岩 旋风岩,,,,7,4,,4,4,10,1a,1
乾風の山 干风之山,旋風岩 旋风岩,,,,7,4,,5,3,10,1a,1
乾風の山 干风之山,黒ベコガノ 黑贝科加诺,,,,7,2,,6,7,10,1a,1
乾風の山 干风之山,黒ベコガノ 黑贝科加诺,,,,7,2,,a,6,10,1a,1
乾風の山 干风之山,角蜥蜴ロドン 角蜥蜴罗顿,1,,,7,2,9,b,a,10,1a,1
乾風の山 干风之山,土精ウォルベヅネ 土精沃尔贝兹内,1,,,7,2,a,f,9,10,1a,1
乾風の山 干风之山,土精ウォルベヅネ 土精沃尔贝兹内,,,,7,2,,5,1,10,1a,1
乾風の山 干风之山,妖ベコガノ 妖贝科加诺,,,,7,2,,8,e,10,1a,1
乾風の山 干风之山,紅魔コウモリ 红魔蝙蝠,,,,7,2,,e,a,10,1a,1
乾風の山 干风之山,紅魔コウモリ 红魔蝙蝠,,,,7,2,,9,c,10,1a,1
嵐燐回廊 岚燐回廊,嵐燐結騎 岚燐结骑,,,,7,2,,4,8,12,1c,1
嵐燐回廊 岚燐回廊,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,5,4,11,1b,1
嵐燐回廊 岚燐回廊,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,2,8,11,1b,1
嵐燐回廊 岚燐回廊,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,5,c,11,1b,1
嵐燐回廊 岚燐回廊,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,5,7,11,1b,1
嵐燐回廊 岚燐回廊,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,4,9,11,1b,1
嵐燐回廊 岚燐回廊,風精シルフィ 风精希尔菲,1,,,7,2,6,2,4,11,1b,1
嵐燐回廊 岚燐回廊,妖ベコガノ 妖贝科加诺,1,,,7,2,6,2,4,11,1b,1
嵐燐回廊 岚燐回廊,風精シルフィ 风精希尔菲,1,,,7,2,7,8,c,11,1b,1
嵐燐回廊 岚燐回廊,雷蝶,1,,,7,2,7,8,c,11,1b,1
嵐燐回廊 岚燐回廊,黒ベコガノ 黑贝科加诺,,,,7,2,,6,1,11,1b,1
嵐燐回廊 岚燐回廊,妖ベコガノ 妖贝科加诺,,,,7,2,,4,e,11,1b,1
嵐燐回廊 岚燐回廊,捕食箱,,,4,7,2,,4,f,11,1b,1
遺却の旧鉱山 废弃的旧矿山,風精シルフィ 风精希尔菲,1,,,7,2,8,5,7,14,1e,1
遺却の旧鉱山 废弃的旧矿山,風精ジルニー 风精吉尔尼,,,,7,2,,4,8,14,1e,1
遺却の旧鉱山 废弃的旧矿山,角蜥蜴ロドン 角蜥蜴罗顿,,,,7,2,,7,1,14,1e,1
遺却の旧鉱山 废弃的旧矿山,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,7,3,14,1e,1
遺却の旧鉱山 废弃的旧矿山,風精ジルニー 风精吉尔尼,,,,7,2,,7,5,14,1e,1
遺却の旧鉱山 废弃的旧矿山,紅魔コウモリ 红魔蝙蝠,,,,7,2,,a,5,14,1e,1
遺却の旧鉱山 废弃的旧矿山,黒プテテット 黑史莱姆,1,,,7,2,1e,9,a,14,1e,1
遺却の旧鉱山 废弃的旧矿山,風精シルフィ 风精希尔菲,,,,7,2,,5,d,14,1e,1
国境の迎撃隧道 国境的迎击隧道,隧道の女王 隧道女王,,,4,7,2,,3,4,13,1d,1
国境の迎撃隧道 国境的迎击隧道,スケルトン 骷髅,1,,,7,2,6,1,a,12,1c,1
国境の迎撃隧道 国境的迎击隧道,小鬼族,,,,7,2,,2,c,12,1c,1
国境の迎撃隧道 国境的迎击隧道,グバルッカリーダー 古巴鲁卡首领,1,,,7,2,7,7,7,12,1c,1
国境の迎撃隧道 国境的迎击隧道,葉魔獣リリジー 叶魔兽莉莉吉,1,,,7,2,8,9,c,12,1c,1
国境の迎撃隧道 国境的迎击隧道,葉魔獣リリジー 叶魔兽莉莉吉,,,,7,2,,8,a,12,1c,1
国境の迎撃隧道 国境的迎击隧道,葉魔獣リリジー 叶魔兽莉莉吉,,,,7,2,,3,d,12,1c,1
国境の迎撃隧道 国境的迎击隧道,水棲獣ケウラ 水栖兽凯乌拉,,,,7,2,,4,a,12,1c,1
国境の迎撃隧道 国境的迎击隧道,水棲獣ケウラ 水栖兽凯乌拉,,,,7,2,,2,5,12,1c,1
国境の迎撃隧道 国境的迎击隧道,水棲獣ケウラ 水栖兽凯乌拉,,,,7,2,,4,5,12,1c,1
国境の迎撃隧道 国境的迎击隧道,貝獣スラス 贝兽苏拉斯,,,,7,2,,6,6,12,1c,1
国境の迎撃隧道 国境的迎击隧道,貝獣スラス 贝兽苏拉斯,,,,7,2,,7,5,12,1c,1
国境の迎撃隧道 国境的迎击隧道,雷蝶,,,,7,2,,7,a,12,1c,1
国境の迎撃隧道 国境的迎击隧道,雷蝶,,,,7,2,,9,6,12,1c,1
国境の迎撃隧道 国境的迎击隧道,スケルトン 骷髅,,,,7,2,,6,9,12,1c,1
国境の迎撃隧道 国境的迎击隧道,スケルトン 骷髅,,,,7,2,,2,7,12,1c,1
国境の迎撃隧道 国境的迎击隧道,スケルトン 骷髅,,,,7,2,,4,7,12,1c,1
崖下の熱滝 崖下的热瀑布,幻獣ミルヒドラ 幻兽米尔希德拉,,,,7,2,,f,2,13,1d,1
崖下の熱滝 崖下的热瀑布,スケルトン 骷髅,,,,7,2,,9,3,12,1c,1
崖下の熱滝 崖下的热瀑布,スケルトン 骷髅,,,,7,2,,a,5,12,1c,1
崖下の熱滝 崖下的热瀑布,スケルトン 骷髅,,,,7,2,,5,7,12,1c,1
崖下の熱滝 崖下的热瀑布,毒噴飛鼠 毒喷飞鼠,,,,7,2,,d,6,12,1c,1
崖下の熱滝 崖下的热瀑布,毒噴飛鼠 毒喷飞鼠,,,,7,2,,7,6,12,1c,1
崖下の熱滝 崖下的热瀑布,毒噴飛鼠 毒喷飞鼠,,,,7,2,,b,4,12,1c,1
崖下の熱滝 崖下的热瀑布,毒噴飛鼠 毒喷飞鼠,,,,7,2,,9,7,12,1c,1
崖下の熱滝 崖下的热瀑布,毒噴飛鼠 毒喷飞鼠,,,,7,2,,c,5,12,1c,1
崖下の熱滝 崖下的热瀑布,毒噴飛鼠 毒喷飞鼠,,,,7,2,,7,4,12,1c,1
崖下の熱滝 崖下的热瀑布,土精ウォルベヅネ 土精沃尔贝兹内,1,,,7,2,4,e,1,12,1c,1
崖下の熱滝 崖下的热瀑布,土精ウォルベヅネ 土精沃尔贝兹内,1,,,7,2,5,e,3,12,1c,1
崖下の熱滝 崖下的热瀑布,吸魂霊 吸魂灵,,,,7,2,,6,2,12,1c,1
崖下の熱滝 崖下的热瀑布,水棲獣ケウラ 水栖兽凯乌拉,,,,7,2,,a,1,12,1c,1
崖下の熱滝 崖下的热瀑布,貝獣スラス 贝兽苏拉斯,,,,7,2,,d,a,12,1c,1
ドシュア砕屑崖 多舒阿碎屑崖,溶燐結騎 溶燐结骑,,,,7,2,,11,13,16,20,1
ドシュア砕屑崖 多舒阿碎屑崖,リシュエンツェーリ 莉秀恩兹利,,,2,7,3,,11,12,14,1e,1
ドシュア砕屑崖 多舒阿碎屑崖,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,1,,,7,2,9,8,b,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,1,,,7,2,c,15,7,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,,7,2,,c,14,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,スケルトン 骷髅,1,,,7,2,a,7,14,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,スケルトン 骷髅,1,,,7,2,b,f,7,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,サーバギル 赛尔巴吉尔,1,,,7,2,8,b,5,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,サーバギル 赛尔巴吉尔,,,,7,2,,8,1,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,サーバギル 赛尔巴吉尔,,,,7,2,,a,7,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,小鬼族,,,,7,2,,e,b,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,グバルッカリーダー 古巴鲁卡首领,,,,7,2,,14,b,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,エーグ族 埃古族,,,,7,2,,10,6,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,1,,,7,2,7,5,2,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,黒ベコガノ 黑贝科加诺,,,,7,2,,11,9,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,捕食箱,,,4,7,2,,e,3,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,,7,2,,12,11,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,1,,,7,2,30,10,12,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,,7,2,,f,14,15,1f,1
ドシュア砕屑崖 多舒阿碎屑崖,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,,7,2,,13,12,15,1f,1
溶け落ちる集落 熔解的村落,熱暴走した古兵器 热暴走的古兵器,,,2,7,2,,10,7,15,1f,1
溶け落ちる集落 熔解的村落,火像グアスモール 火像古阿斯莫尔,1,,2,7,2,6,6,8,14,1e,1
溶け落ちる集落 熔解的村落,火像グアスモール 火像古阿斯莫尔,1,,1,7,2,6,6,8,14,1e,1
溶け落ちる集落 熔解的村落,火像グアスモール 火像古阿斯莫尔,,,,7,2,,7,9,14,1e,1
溶け落ちる集落 熔解的村落,雷精獣ジルラム 雷精兽吉尔拉姆,,,2,7,2,,9,8,14,1e,1
溶け落ちる集落 熔解的村落,雷精獣ジルラム 雷精兽吉尔拉姆,,,1,7,2,,9,8,14,1e,1
溶け落ちる集落 熔解的村落,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,1,,,7,2,7,8,6,14,1e,1
溶け落ちる集落 熔解的村落,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,1,7,2,,f,6,14,1e,1
溶け落ちる集落 熔解的村落,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,1,7,2,,11,7,14,1e,1
溶け落ちる集落 熔解的村落,角蜥蜴ロドン 角蜥蜴罗顿,,,2,7,2,,5,6,14,1e,1
溶け落ちる集落 熔解的村落,角蜥蜴ロドン 角蜥蜴罗顿,,,1,7,2,,5,6,14,1e,1
溶け落ちる集落 熔解的村落,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,2,7,2,,7,5,14,1e,1
溶け落ちる集落 熔解的村落,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,1,7,2,,7,5,14,1e,1
溶け落ちる集落 熔解的村落,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,,7,2,,b,b,14,1e,1
溶け落ちる集落 熔解的村落,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,1,,,7,2,26,8,8,14,1e,1
溶け落ちる集落 熔解的村落,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,,7,2,,6,a,14,1e,1
魔人墓楼,リシュエンツェーリ 莉秀恩兹利,,,2,7,3,,17,4,17,21,1
魔人墓楼,スケルトン 骷髅,1,,2,7,2,7,8,3,17,21,1
魔人墓楼,スケルトン 骷髅,1,,,7,2,8,8,7,17,21,1
魔人墓楼,スケルトン 骷髅,1,,2,7,2,b,f,2,17,21,1
魔人墓楼,スケルトン 骷髅,1,,,7,2,c,d,9,17,21,1
魔人墓楼,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,,7,2,,14,2,17,21,1
魔人墓楼,胞子骸骨 孢子骸骨,1,,2,7,2,7,8,3,17,21,1
魔人墓楼,胞子骸骨 孢子骸骨,1,,,7,2,8,8,7,17,21,1
魔人墓楼,胞子骸骨 孢子骸骨,1,,2,7,2,b,f,2,17,21,1
魔人墓楼,胞子骸骨 孢子骸骨,1,,,7,2,c,d,9,17,21,1
魔人墓楼,胞子骸骨 孢子骸骨,,,,7,2,,a,5,17,21,1
魔人墓楼,吸魂霊 吸魂灵,1,,,7,2,9,c,3,17,21,1
魔人墓楼,吸魂霊 吸魂灵,1,,2,7,2,a,c,7,17,21,1
魔人墓楼,吸魂霊 吸魂灵,,,2,7,2,,e,5,17,21,1
魔人墓楼,死魂霊 死魂灵,1,,,7,2,9,c,3,17,21,1
魔人墓楼,死魂霊 死魂灵,1,,2,7,2,a,c,7,17,21,1
魔人墓楼,毒噴飛鼠 毒喷飞鼠,,,,7,2,,d,4,17,21,1
魔人墓楼,動く彫像 会动的雕像,,,,7,2,,a,1,17,21,1
魔人墓楼,死魂霊 死魂灵,,,,7,2,,14,8,17,21,1
魔人墓楼,トロエルグ 特罗埃尔格,,,,7,2,,e,9,17,21,1
荒れ果てた森都 荒废的森都,修鉄機アザム 修铁机阿扎姆,,,,7,2,,2,2,17,21,1
荒れ果てた森都 荒废的森都,スケルトン 骷髅,1,,,7,2,9,9,9,16,20,1
荒れ果てた森都 荒废的森都,スケルトン 骷髅,1,,,7,2,a,a,f,16,20,1
荒れ果てた森都 荒废的森都,胞子骸骨 孢子骸骨,1,,,7,2,8,6,5,16,20,1
荒れ果てた森都 荒废的森都,紅魔コウモリ 红魔蝙蝠,,,,7,2,,a,10,16,20,1
荒れ果てた森都 荒废的森都,磁鉄の粘精 磁铁之粘精,,,,7,2,,a,6,16,20,1
荒れ果てた森都 荒废的森都,磁鉄の粘精 磁铁之粘精,,,,7,2,,4,b,16,20,1
荒れ果てた森都 荒废的森都,動く彫像 会动的雕像,,,,7,2,,b,a,16,20,1
荒れ果てた森都 荒废的森都,黒プテテット 黑史莱姆,,,,7,2,,9,a,16,20,1
荒れ果てた森都 荒废的森都,転がる大岩 滚动的大岩,,,,7,2,,7,e,16,20,1
荒れ果てた森都 荒废的森都,転がる大岩 滚动的大岩,,,,7,2,,3,e,16,20,1
荒れ果てた森都 荒废的森都,転がる大岩 滚动的大岩,,,,7,2,,3,12,16,20,1
荒れ果てた森都 荒废的森都,動く彫像 会动的雕像,,,,7,2,,9,5,16,20,1
荒れ果てた森都 荒废的森都,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,1,6,16,20,1
荒れ果てた森都 荒废的森都,磁鉄の粘精 磁铁之粘精,,,,7,2,,3,9,16,20,1
荒れ果てた森都 荒废的森都,磁鉄の粘精 磁铁之粘精,,,,7,2,,e,1,16,20,1
罪磁の塔 罪磁之塔,霊虚二舞イ人ノ傀 灵虚双舞之人傀,,,2,7,2,,1,1,19,23,1
罪磁の塔 罪磁之塔,愛ヲ模リ咲ヒメル傀 仿爱绽放之人傀,,,2,7,2,,b,b,19,23,1
罪磁の塔 罪磁之塔,堕心の群れ 堕心之群,1,,,7,2,2,1,6,18,22,1
罪磁の塔 罪磁之塔,ジウ＝ドリュアス 吉乌-德律阿斯,1,,,7,2,5,b,6,18,22,1
罪磁の塔 罪磁之塔,堕心の群れ 堕心之群,,,2,7,2,,9,8,18,22,1
罪磁の塔 罪磁之塔,吸魂霊 吸魂灵,1,,,7,2,3,3,3,18,22,1
罪磁の塔 罪磁之塔,吸魂霊 吸魂灵,1,,,7,2,7,9,9,18,22,1
罪磁の塔 罪磁之塔,吸魂霊 吸魂灵,,,,7,2,,4,7,18,22,1
罪磁の塔 罪磁之塔,死魂霊 死魂灵,,,,7,2,,8,5,18,22,1
罪磁の塔 罪磁之塔,毒噴飛鼠 毒喷飞鼠,,,,7,2,,1,b,18,22,1
罪磁の塔 罪磁之塔,動く彫像 会动的雕像,1,,,7,2,4,6,1,18,22,1
罪磁の塔 罪磁之塔,動く彫像 会动的雕像,,,2,7,2,,9,7,18,22,1
罪磁の塔 罪磁之塔,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,b,1,18,22,1
罪磁の塔 罪磁之塔,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,a,7,18,22,1
罪磁の塔 罪磁之塔,憑魅霊 凭魅灵,1,,,7,2,6,6,b,18,22,1
怨嗟の間 怨嗟之间,操霊師ロズリーヌ 操灵师罗兹利奴,,,2,7,2,,5,c,19,23,1
怨嗟の間 怨嗟之间,ストーンゴーレム 石魔像,,,2,7,2,,5,b,18,22,1
怨嗟の間 怨嗟之间,ストーンゴーレム 石魔像,,,2,7,2,,5,d,18,22,1
怨嗟の間 怨嗟之间,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,2,7,2,,7,6,18,22,1
怨嗟の間 怨嗟之间,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,2,7,2,,a,3,18,22,1
怨嗟の間 怨嗟之间,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,2,7,2,,d,6,18,22,1
怨嗟の間 怨嗟之间,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,1,7,2,,d,6,18,22,1
怨嗟の間 怨嗟之间,トレトメイデン 特雷特少女,,,2,7,2,,4,c,18,22,1
怨嗟の間 怨嗟之间,憑魅霊 凭魅灵,1,,,7,2,4,9,7,18,22,1
怨嗟の間 怨嗟之间,憑魅霊 凭魅灵,,,2,7,2,,8,b,18,22,1
怨嗟の間 怨嗟之间,憑魅霊 凭魅灵,,,2,7,2,,8,d,18,22,1
怨嗟の間 怨嗟之间,憑魅霊 凭魅灵,1,,,7,2,5,2,c,18,22,1
怨嗟の間 怨嗟之间,堕心の群れ 堕心之群,,,,7,2,,1,6,18,22,1
怨嗟の間 怨嗟之间,吸魂霊 吸魂灵,,,,7,2,,2,6,18,22,1
怨嗟の間 怨嗟之间,死魂霊 死魂灵,,,2,7,2,,7,c,18,22,1
怨嗟の間 怨嗟之间,死魂霊 死魂灵,1,,,7,2,5,2,c,18,22,1
怨嗟の間 怨嗟之间,ジウ＝ドリュアス 吉乌-德律阿斯,,,2,7,2,,7,7,18,22,1
怨嗟の間 怨嗟之间,ジウ＝ドリュアス 吉乌-德律阿斯,,,1,7,2,,7,7,18,22,1
怨嗟の間 怨嗟之间,動く彫像 会动的雕像,,,2,7,2,,a,2,18,22,1
怨嗟の間 怨嗟之间,動く彫像 会动的雕像,,,1,7,2,,a,2,18,22,1
怨嗟の間 怨嗟之间,毒噴飛鼠 毒喷飞鼠,,,2,7,2,,e,6,18,22,1
怨嗟の間 怨嗟之间,毒噴飛鼠 毒喷飞鼠,,,1,7,2,,e,6,18,22,1
黒檀の籠属宮 黑檀笼属宫,ギルシュ第三王子 吉尔什第三王子,,,2,7,2,,8,3,1a,24,1
黒檀の籠属宮 黑檀笼属宫,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,,7,2,,d,3,19,23,1
黒檀の籠属宮 黑檀笼属宫,トレトメイデン 特雷特少女,,,2,7,2,,1,2,19,23,1
黒檀の籠属宮 黑檀笼属宫,トレトメイデン 特雷特少女,,,2,7,2,,1,4,19,23,1
黒檀の籠属宮 黑檀笼属宫,トレトメイデン 特雷特少女,,,2,7,2,,7,3,19,23,1
黒檀の籠属宮 黑檀笼属宫,魔壁霊 魔壁灵,,,2,7,2,,3,2,19,23,1
黒檀の籠属宮 黑檀笼属宫,魔壁霊 魔壁灵,,,2,7,2,,3,3,19,23,1
黒檀の籠属宮 黑檀笼属宫,魔壁霊 魔壁灵,,,2,7,2,,3,4,19,23,1
黒檀の籠属宮 黑檀笼属宫,魔壁霊 魔壁灵,,,2,7,2,,9,2,19,23,1
黒檀の籠属宮 黑檀笼属宫,魔壁霊 魔壁灵,,,2,7,2,,9,3,19,23,1
黒檀の籠属宮 黑檀笼属宫,魔壁霊 魔壁灵,,,2,7,2,,9,4,19,23,1
黒檀の籠属宮 黑檀笼属宫,憑魅霊 凭魅灵,,,,7,2,,5,2,19,23,1
黒檀の籠属宮 黑檀笼属宫,動く家具 会动的家具,1,,,7,2,5,7,5,19,23,1
黒檀の籠属宮 黑檀笼属宫,堕心の群れ 堕心之群,1,,,7,2,6,b,2,19,23,1
黒檀の籠属宮 黑檀笼属宫,ガーゴイル 石像鬼,1,,,7,2,7,b,4,19,23,1
黒檀の籠属宮 黑檀笼属宫,ガーゴイル 石像鬼,1,,,7,2,4,7,1,19,23,1
黒檀の籠属宮 黑檀笼属宫,毒噴飛鼠 毒喷飞鼠,1,,,7,2,2,3,1,19,23,1
黒檀の籠属宮 黑檀笼属宫,毒噴飛鼠 毒喷飞鼠,1,,,7,2,3,3,5,19,23,1
溢霊の沼 溢灵之沼,吸魂霊 吸魂灵,,,2,7,2,,3,1,1a,24,1
溢霊の沼 溢灵之沼,吸魂霊 吸魂灵,,,2,7,2,,3,3,1a,24,1
溢霊の沼 溢灵之沼,吸魂霊 吸魂灵,,,2,7,2,,4,4,1a,24,1
溢霊の沼 溢灵之沼,吸魂霊 吸魂灵,,,2,7,2,,c,1,1a,24,1
溢霊の沼 溢灵之沼,吸魂霊 吸魂灵,,,1,7,,,c,1,1a,24,1
溢霊の沼 溢灵之沼,死魂霊 死魂灵,,,2,7,2,,4,2,1a,24,1
溢霊の沼 溢灵之沼,死魂霊 死魂灵,,,2,7,2,,6,5,1a,24,1
溢霊の沼 溢灵之沼,死魂霊 死魂灵,,,2,7,2,,3,9,1a,24,1
溢霊の沼 溢灵之沼,死魂霊 死魂灵,,,1,7,,,3,9,1a,24,1
溢霊の沼 溢灵之沼,死魂霊 死魂灵,,,2,,2,,,,1a,24,1
溢霊の沼 溢灵之沼,憑魅霊 凭魅灵,,,2,7,2,,5,6,1a,24,1
溢霊の沼 溢灵之沼,憑魅霊 凭魅灵,,,2,7,2,,8,6,1a,24,1
溢霊の沼 溢灵之沼,憑魅霊 凭魅灵,,,2,7,2,,d,5,1a,24,1
溢霊の沼 溢灵之沼,憑魅霊 凭魅灵,,,2,7,2,,d,3,1a,24,1
溢霊の沼 溢灵之沼,憑魅霊 凭魅灵,,,1,7,,,d,3,1a,24,1
溢霊の沼 溢灵之沼,憑魅霊 凭魅灵,,,2,,2,,,,1a,24,1
溢霊の沼 溢灵之沼,魔壁霊 魔壁灵,,,2,7,2,,4,7,1a,24,1
溢霊の沼 溢灵之沼,魔壁霊 魔壁灵,,,2,7,2,,5,9,1a,24,1
溢霊の沼 溢灵之沼,魔壁霊 魔壁灵,,,2,7,2,,a,4,1a,24,1
溢霊の沼 溢灵之沼,魔壁霊 魔壁灵,,,1,7,,,a,4,1a,24,1
溢霊の沼 溢灵之沼,魔壁霊 魔壁灵,1,,1,7,,4,4,2,1a,24,1
溢霊の沼 溢灵之沼,魔壁霊 魔壁灵,,,2,,2,,,,1a,24,1
溢霊の沼 溢灵之沼,胞子骸骨 孢子骸骨,,,2,7,2,,5,8,1a,24,1
溢霊の沼 溢灵之沼,胞子骸骨 孢子骸骨,,,2,7,2,,4,b,1a,24,1
