来源,单位id,单位名,TID,文案(日),文案(中),训练名串地址,6c5595,6c55f9 前置要求,6c565d 数量,6c56c1 类型 - 种族,6c5725 类型 - 性别,6c5789 类型 - 属性,6c57ed 等级,6c589f,6c58a7,6c58a8,6c58ae,6c58af,6c58b0,6c58b6,6c58b7,6c58b8,6c58be,6c58bf,6c58c7,6c58ce,6c58cf,6c5c53,6c5c5f,6c5c6b,6c5c6c,6c5c77,6c5c78,6c5c83,6c5c84,6c5c90,6c5c91,6c5c9c,6c5c9d,6c5ca9,6c5caa,6c5cb5,6c5cb6,6c5cb7,6c5cc1,6c5cc2,6c5cc3,6c5ccd,6c5cce,6c5ccf,6c5cda,6c5cdb,6c5cdc,6c5ce7,6c5ce8,6c5cf3,6c5cf4,6c5cff,6c5d00,6c5d01,6c5d0c,6c5d0d,6c5d18,6c5d19,6c5d24,6c5d25,6c5d30,6c5d31,6c5d32,6c5d3d,6c5d3e,6c5d49,6c5d4a,6c5d56,6c5d57,6c5d62,6c5d63,6c5d6e,6c5d6f,6c5d7b,6c5d7c,6c5d87,6c5d88,6c5d93,6c5d94,6c5d9f,6c5da0,6c5da1,6c5dac,6c5dae,6c5db9,6c5dba,6c5dc6,6c5dd2,6c5dea,6c5ded,6c5df6,6c5df9,6c5e02,6c5e0f,6c5e1b,6c5e1c,6c5e1f,6c5e21,6c5e27,6c5e29,6c5e2c,6c5e2e,6c5e36,6c5e3d,6c5e43,6c5e4f,6c5e5c,6c5e68,6c5e75,6c5e81,6c5e8e,6c5e9a,6c5ea7,6c5eb3,6c5ec0,6c5ecc,6c5ed9,6c6085 效果 - 技能,属性(解码)
$3$DRINIT.txt,34,嵐燐結騎,3a,★３以上の不死　×４,★３以上的不死　×４,1d4ca,244,1b,4,c,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,3b,★４以上の悪魔　×４,★４以上的恶魔　×４,1d4cb,24e,1d,4,8,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,3c,★１以上の巨人　×４,★１以上的巨人　×４,1d4cc,258,1f,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,3d,★３以上の巨人　×６,★３以上的巨人　×６,1d4cd,262,3c,6,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,3e,★１以上の創造　×４,★１以上的创造　×４,1d4ce,26c,21,4,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,3f,★４以上の創造　×６,★４以上的创造　×６,1d4cf,276,3e,6,d,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,40,★１以上の霊体　×４,★１以上的灵体　×４,1d4d0,280,24,4,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,41,★４以上の霊体　×６,★４以上的灵体　×６,1d4d1,28a,40,6,b,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,42,★１以上の天使　×４,★１以上的天使　×４,1d4d2,294,29,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,43,★４以上の天使　×６,★４以上的天使　×６,1d4d3,29e,42,6,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,44,★１以上の魔獣　×４,★１以上的魔兽　×４,1d4d4,2a8,2d,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,45,★４以上の魔獣　×６,★４以上的魔兽　×６,1d4d5,2b2,44,6,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
$3$DRINIT.txt,34,嵐燐結騎,46,★１以上の幻獣　×４,★１以上的幻兽　×４,1d4d6,2bc,2f,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
$3$DRINIT.txt,34,嵐燐結騎,47,★３以上の幻獣　×６,★３以上的幻兽　×６,1d4d7,2c6,46,6,a,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
$3$DRINIT.txt,34,嵐燐結騎,48,★５　×１０,,1d4d8,2d0,30,a,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
$3$DRINIT.txt,34,嵐燐結騎,49,★３以上の電撃属性　×５,★３以上的电击属性　×５,1d4d9,2da,,5,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2,电击
$3$DRINIT.txt,34,嵐燐結騎,4a,★４以上の電撃属性　×５,★４以上的电击属性　×５,1d4da,2e4,50,5,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e,电击
$3$DRINIT.txt,34,嵐燐結騎,4b,★１以上の電撃属性　×２,★１以上的电击属性　×２,1d4db,2ee,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,电击
$3$DRINIT.txt,34,嵐燐結騎,4c,★３以上の電撃属性　×４,★３以上的电击属性　×４,1d4dc,2f8,4b,4,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a,电击
$3$DRINIT.txt,34,嵐燐結騎,4d,★４以上の電撃属性　×８,★４以上的电击属性　×８,1d4dd,302,4c,8,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b,电击
$3$DRINIT.txt,34,嵐燐結騎,4e,★１以上の電撃属性　×２,★１以上的电击属性　×２,1d4de,30c,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1,电击
$3$DRINIT.txt,34,嵐燐結騎,4f,★３以上の電撃属性　×４,★３以上的电击属性　×４,1d4df,316,4e,4,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2,电击
$3$DRINIT.txt,34,嵐燐結騎,50,★４以上の電撃属性　×８,★４以上的电击属性　×８,1d4e0,320,4f,8,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3,电击
DRINIT.txt,35,華燐結騎,1,★１以上の地脈属性　×５,★１以上的地脉属性　×５,1d491,a,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,地脉
DRINIT.txt,35,華燐結騎,2,★４以上の地脈属性　×２,★４以上的地脉属性　×２,1d492,14,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,地脉
DRINIT.txt,35,華燐結騎,3,★２以上の地脈属性　×４,★２以上的地脉属性　×４,1d493,1e,,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,地脉
DRINIT.txt,35,華燐結騎,4,★３以上の地脈属性　×３,★３以上的地脉属性　×３,1d494,28,3,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,地脉
DRINIT.txt,35,華燐結騎,5,★５の地脈属性　×１,★５的地脉属性　×１,1d495,32,2,1,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,地脉
DRINIT.txt,35,華燐結騎,6,★２以上の女性　×３,★２以上的女性　×３,1d496,3c,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0,
DRINIT.txt,35,華燐結騎,7,★４以上の女性　×２,★４以上的女性　×２,1d497,46,6,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1,
DRINIT.txt,35,華燐結騎,8,★２以上の男性　×４,★２以上的男性　×４,1d498,50,,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,
DRINIT.txt,35,華燐結騎,9,★３以上の男性　×３,★３以上的男性　×３,1d499,5a,8,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,
DRINIT.txt,35,華燐結騎,a,★４以上の男性　×１,★４以上的男性　×１,1d49a,64,9,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,
DRINIT.txt,35,華燐結騎,b,物理属性　×３,物理属性　×３,1d49b,6e,,3,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物理
DRINIT.txt,35,華燐結騎,c,冷却属性　×３,冷却属性　×３,1d49c,78,,3,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冷却
DRINIT.txt,35,華燐結騎,d,火炎属性　×３,火炎属性　×３,1d49d,82,,3,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,火炎
DRINIT.txt,35,華燐結騎,e,電撃属性　×５,电击属性　×５,1d49e,8c,,5,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电击
DRINIT.txt,35,華燐結騎,f,電撃属性　×５,电击属性　×５,1d49f,96,e,5,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电击
DRINIT.txt,35,華燐結騎,10,神聖属性　×３,神圣属性　×３,1d4a0,a0,,3,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神圣
DRINIT.txt,35,華燐結騎,11,暗黒属性　×３,暗黑属性　×３,1d4a1,aa,,3,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,暗黑
DRINIT.txt,35,華燐結騎,12,★１以上の鬼　×５,★１以上的鬼　×５,1d4a2,b4,,5,4,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,13,★１以上の鬼　×５,★１以上的鬼　×５,1d4a3,be,12,5,4,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,14,★２以上の鬼　×４,★２以上的鬼　×４,1d4a4,c8,13,4,4,,,1,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,15,★３以上の鬼　×３,★３以上的鬼　×３,1d4a5,d2,14,3,4,,,2,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,16,★４以上の鬼　×２,★４以上的鬼　×２,1d4a6,dc,15,2,4,,,3,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,17,★１以上の精霊　×５,★１以上的精灵　×５,1d4a7,e6,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,18,★２以上の精霊　×４,★２以上的精灵　×４,1d4a8,f0,17,4,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,19,★１以上の亜人　×５,★１以上的亚人　×５,1d4a9,fa,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,1a,★３以上の亜人　×３,★３以上的亚人　×３,1d4aa,104,19,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,1b,★１以上の巨人　×５,★１以上的巨人　×５,1d4ab,10e,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,1c,★２以上の巨人　×４,★２以上的巨人　×４,1d4ac,118,1b,4,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,1d,★３以上の巨人　×３,★３以上的巨人　×３,1d4ad,122,1c,3,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,1e,★４以上　×２,,1d4ae,12c,1d,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,1f,★１以上の創造　×５,★１以上的创造　×５,1d4af,136,,5,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,20,★２以上の創造　×４,★２以上的创造　×４,1d4b0,140,1f,4,d,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,21,★３以上の創造　×３,★３以上的创造　×３,1d4b1,14a,20,3,d,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,22,★１以上の霊体　×５,★１以上的灵体　×５,1d4b2,154,,5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,23,★２以上の霊体　×４,★２以上的灵体　×４,1d4b3,15e,22,4,b,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,24,★３以上の霊体　×３,★３以上的灵体　×３,1d4b4,168,23,3,b,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,25,★１以上の天使　×５,★１以上的天使　×５,1d4b5,172,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,26,★２以上の天使　×４,★２以上的天使　×４,1d4b6,17c,25,4,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,27,★３以上の天使　×３,★３以上的天使　×３,1d4b7,186,26,3,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,28,★１以上の魔獣　×５,★１以上的魔兽　×５,1d4b8,190,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,29,★２以上の魔獣　×４,★２以上的魔兽　×４,1d4b9,19a,28,4,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,2a,★３以上の魔獣　×３,★３以上的魔兽　×３,1d4ba,1a4,29,3,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,2b,★１以上の幻獣　×５,★１以上的幻兽　×５,1d4bb,1ae,,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,2c,★２以上の幻獣　×４,★２以上的幻兽　×４,1d4bc,1b8,2b,4,a,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,2d,★３以上の幻獣　×３,★３以上的幻兽　×３,1d4bd,1c2,2c,3,a,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,2e,★５　×１,,1d4be,1cc,2,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,2f,★１以上の一般　×５,★１以上的一般　×５,1d4bf,1d6,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,30,★２以上の一般　×４,★２以上的一般　×４,1d4c0,1e0,2f,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,31,★３以上の一般　×３,★３以上的一般　×３,1d4c1,1ea,30,3,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,32,★４以上の一般　×２,★４以上的一般　×２,1d4c2,1f4,31,2,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,33,★１以上　×３,,1d4c3,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15f,
