地图号,地图名,点序号,列,行,类型,跟随1,跟随2,跟随3
d,魔物のいた調査区域 曾有魔物的调查区域,13,8,6,21,22,,
e,胴部第一層区域 躯干第一层区域,0,6,5,2(出击门),,,
e,胴部第一層区域 躯干第一层区域,1,2,2,5(刷怪旋涡),8,5,
e,胴部第一層区域 躯干第一层区域,2,a,4,5(刷怪旋涡),8,5,
e,胴部第一層区域 躯干第一层区域,3,1,b,1f(采集点),7,4,
e,胴部第一層区域 躯干第一层区域,4,2,6,1f(采集点),7,5,
e,胴部第一層区域 躯干第一层区域,5,3,6,1f(采集点),7,4,
e,胴部第一層区域 躯干第一层区域,6,3,2,20(挖掘点),4,7,
e,胴部第一層区域 躯干第一层区域,7,3,b,20(挖掘点),4,6,
e,胴部第一層区域 躯干第一层区域,8,6,a,20(挖掘点),4,5,
e,胴部第一層区域 躯干第一层区域,9,6,4,1c,2,,
e,胴部第一層区域 躯干第一层区域,10,8,9,1c,2,,
e,胴部第一層区域 躯干第一层区域,11,3,5,29(枯萎的嫩芽),a,,
e,胴部第一層区域 躯干第一层区域,12,1,9,29(枯萎的嫩芽),a,,
e,胴部第一層区域 躯干第一层区域,13,4,b,29(枯萎的嫩芽),a,,
e,胴部第一層区域 躯干第一层区域,14,5,c,29(枯萎的嫩芽),a,,
e,胴部第一層区域 躯干第一层区域,15,5,1,7,89a,1,
e,胴部第一層区域 躯干第一层区域,16,6,1,7,11e,1,
e,胴部第一層区域 躯干第一层区域,17,a,3,7,d4,1,
e,胴部第一層区域 躯干第一层区域,18,8,2,2a(破损的石碑),14,,
e,胴部第一層区域 躯干第一层区域,19,1,3,2a(破损的石碑),14,,
e,胴部第一層区域 躯干第一层区域,20,5,3,22,,,
e,胴部第一層区域 躯干第一层区域,21,2,7,16,,,
e,胴部第一層区域 躯干第一层区域,22,2,a,16,,,
e,胴部第一層区域 躯干第一层区域,23,9,4,16,,,
e,胴部第一層区域 躯干第一层区域,24,9,6,16,,,
e,胴部第一層区域 躯干第一层区域,25,1,5,16,,,
e,胴部第一層区域 躯干第一层区域,26,2,5,f(治愈点),,,
e,胴部第一層区域 躯干第一层区域,27,5,a,f(治愈点),,,
f,肩甲殻部区域 肩甲壳部区域,0,4,a,7,3,,
f,肩甲殻部区域 肩甲壳部区域,1,6,a,7,187,3,
f,肩甲殻部区域 肩甲壳部区域,2,4,4,5(刷怪旋涡),2,f,
f,肩甲殻部区域 肩甲壳部区域,3,6,6,5(刷怪旋涡),2,f,
f,肩甲殻部区域 肩甲壳部区域,4,6,4,5(刷怪旋涡),2,f,
f,肩甲殻部区域 肩甲壳部区域,5,4,6,5(刷怪旋涡),2,f,
f,肩甲殻部区域 肩甲壳部区域,6,3,6,20(挖掘点),5,6,
f,肩甲殻部区域 肩甲壳部区域,7,7,4,20(挖掘点),5,5,
f,肩甲殻部区域 肩甲壳部区域,8,7,6,20(挖掘点),5,7,
f,肩甲殻部区域 肩甲壳部区域,9,5,a,21,22,,
f,肩甲殻部区域 肩甲壳部区域,10,5,6,f(治愈点),,,
f,肩甲殻部区域 肩甲壳部区域,11,1,1,6,1,a,
f,肩甲殻部区域 肩甲壳部区域,12,2,1,6,8,1,
f,肩甲殻部区域 肩甲壳部区域,13,8,1,6,2,1,
f,肩甲殻部区域 肩甲壳部区域,14,9,1,6,9,a,
f,肩甲殻部区域 肩甲壳部区域,15,1,a,6,1,1,
f,肩甲殻部区域 肩甲壳部区域,16,2,a,6,8,a,
f,肩甲殻部区域 肩甲壳部区域,17,8,a,6,2,a,
f,肩甲殻部区域 肩甲壳部区域,18,9,a,6,9,1,
f,肩甲殻部区域 肩甲壳部区域,19,1,2,8(宝物堆),cc,2,
f,肩甲殻部区域 肩甲壳部区域,20,9,2,8(宝物堆),cf,2,
f,肩甲殻部区域 肩甲壳部区域,21,1,9,8(宝物堆),d1,2,
11,清らかな水源地 清澈的水源地,0,d,3,2(出击门),,,
11,清らかな水源地 清澈的水源地,1,9,7,1f(采集点),e,4,
11,清らかな水源地 清澈的水源地,2,a,7,1f(采集点),e,4,
11,清らかな水源地 清澈的水源地,3,1,5,20(挖掘点),e,6,
11,清らかな水源地 清澈的水源地,4,9,2,20(挖掘点),e,6,
11,清らかな水源地 清澈的水源地,5,5,1,1c,5,,
11,清らかな水源地 清澈的水源地,6,4,5,1c,5,,
11,清らかな水源地 清澈的水源地,7,7,6,1c,6,,
11,清らかな水源地 清澈的水源地,8,a,5,1c,6,,
11,清らかな水源地 清澈的水源地,9,1,7,2b,28,,
11,清らかな水源地 清澈的水源地,10,a,1,2a(破损的石碑),14,,
11,清らかな水源地 清澈的水源地,11,d,7,2a(破损的石碑),14,,
11,清らかな水源地 清澈的水源地,12,5,a,8(宝物堆),577,2,
11,清らかな水源地 清澈的水源地,13,6,2,15,,,
11,清らかな水源地 清澈的水源地,14,7,7,15,,,
11,清らかな水源地 清澈的水源地,15,6,a,15,,,
11,清らかな水源地 清澈的水源地,16,3,9,3c,,,
11,清らかな水源地 清澈的水源地,17,7,3,3c,,,
11,清らかな水源地 清澈的水源地,18,c,3,3c,,,
11,清らかな水源地 清澈的水源地,19,b,8,3c,,,
11,清らかな水源地 清澈的水源地,20,a,2,f(治愈点),,,
11,清らかな水源地 清澈的水源地,21,4,2,f(治愈点),,,
11,清らかな水源地 清澈的水源地,22,1,9,21,22,,
12,螺旋駆動区域 螺旋驱动区域,0,7,8,1f(采集点),7,,
12,螺旋駆動区域 螺旋驱动区域,1,9,4,1f(采集点),14,7,
12,螺旋駆動区域 螺旋驱动区域,2,5,8,1f(采集点),14,7,
12,螺旋駆動区域 螺旋驱动区域,3,1,5,20(挖掘点),13,7,
12,螺旋駆動区域 螺旋驱动区域,4,7,1,20(挖掘点),13,7,
12,螺旋駆動区域 螺旋驱动区域,5,b,5,20(挖掘点),13,7,
12,螺旋駆動区域 螺旋驱动区域,6,c,4,1c,9,,
12,螺旋駆動区域 螺旋驱动区域,7,9,8,1c,a,,
12,螺旋駆動区域 螺旋驱动区域,8,4,1,2b,28,,
12,螺旋駆動区域 螺旋驱动区域,9,3,1,2a(破损的石碑),14,,
12,螺旋駆動区域 螺旋驱动区域,10,5,1,2a(破损的石碑),14,,
12,螺旋駆動区域 螺旋驱动区域,11,1,9,7,1fc,3,
12,螺旋駆動区域 螺旋驱动区域,12,c,9,7,18b,2,
12,螺旋駆動区域 螺旋驱动区域,13,c,1,7,18c,2,
12,螺旋駆動区域 螺旋驱动区域,14,1,1,7,188,2,
12,螺旋駆動区域 螺旋驱动区域,15,1,8,c,,,
12,螺旋駆動区域 螺旋驱动区域,16,1,2,c,,,
12,螺旋駆動区域 螺旋驱动区域,17,b,1,c,,,
12,螺旋駆動区域 螺旋驱动区域,18,b,9,c,,,
12,螺旋駆動区域 螺旋驱动区域,19,3,2,8(宝物堆),189,1,
12,螺旋駆動区域 螺旋驱动区域,20,4,2,8(宝物堆),187,1,
12,螺旋駆動区域 螺旋驱动区域,21,5,2,8(宝物堆),18a,1,
12,螺旋駆動区域 螺旋驱动区域,22,a,2,8(宝物堆),137,1,
12,螺旋駆動区域 螺旋驱动区域,23,a,8,8(宝物堆),cc,3,
12,螺旋駆動区域 螺旋驱动区域,24,2,7,8(宝物堆),283,5,
12,螺旋駆動区域 螺旋驱动区域,25,8,3,8(宝物堆),272,2,
12,螺旋駆動区域 螺旋驱动区域,26,8,4,8(宝物堆),270,2,
12,螺旋駆動区域 螺旋驱动区域,27,8,7,f(治愈点),,,
12,螺旋駆動区域 螺旋驱动区域,28,5,9,f(治愈点),,,
12,螺旋駆動区域 螺旋驱动区域,29,7,5,21,23,,
13,封印されし破条殿 被封印的破条殿,0,1,d,2(出击门),,,
13,封印されし破条殿 被封印的破条殿,1,6,6,5(刷怪旋涡),4,a,
13,封印されし破条殿 被封印的破条殿,2,6,4,20(挖掘点),19,8,
13,封印されし破条殿 被封印的破条殿,3,9,e,20(挖掘点),19,8,
13,封印されし破条殿 被封印的破条殿,4,9,6,20(挖掘点),19,8,
13,封印されし破条殿 被封印的破条殿,5,6,b,20(挖掘点),19,8,
13,封印されし破条殿 被封印的破条殿,6,5,a,1c,d,,
13,封印されし破条殿 被封印的破条殿,7,8,b,1c,d,,
13,封印されし破条殿 被封印的破条殿,8,2,1,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,9,3,1,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,10,4,1,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,11,2,e,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,12,3,e,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,13,4,e,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,14,c,e,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,15,d,c,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,16,b,e,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,17,d,e,2a(破损的石碑),14,,
13,封印されし破条殿 被封印的破条殿,18,6,1,8(宝物堆),187,2,
13,封印されし破条殿 被封印的破条殿,19,1,5,8(宝物堆),189,2,
13,封印されし破条殿 被封印的破条殿,20,3,a,8(宝物堆),188,2,
13,封印されし破条殿 被封印的破条殿,21,9,b,8(宝物堆),18a,2,
13,封印されし破条殿 被封印的破条殿,22,1,1,7,d4,2,
13,封印されし破条殿 被封印的破条殿,23,7,a,f(治愈点),,,
13,封印されし破条殿 被封印的破条殿,24,3,2,f(治愈点),,,
13,封印されし破条殿 被封印的破条殿,25,c,d,f(治愈点),,,
13,封印されし破条殿 被封印的破条殿,26,3,5,21,24,,
29,クミル村の水源地 库米尔村的水源地,0,7,8,7,1,,
29,クミル村の水源地 库米尔村的水源地,1,3,8,8(宝物堆),1f6,2,
29,クミル村の水源地 库米尔村的水源地,2,1,9,1f(采集点),5,4,
29,クミル村の水源地 库米尔村的水源地,3,2,9,1f(采集点),5,6,
29,クミル村の水源地 库米尔村的水源地,4,8,6,1f(采集点),5,5,
29,クミル村の水源地 库米尔村的水源地,5,9,5,1f(采集点),5,4,
29,クミル村の水源地 库米尔村的水源地,6,9,9,1f(采集点),5,4,
29,クミル村の水源地 库米尔村的水源地,7,6,10,5(刷怪旋涡),6,7,
29,クミル村の水源地 库米尔村的水源地,8,3,3,5(刷怪旋涡),7,6,
29,クミル村の水源地 库米尔村的水源地,9,7,3,5(刷怪旋涡),7,6,
29,クミル村の水源地 库米尔村的水源地,10,4,a,1c,2,,
29,クミル村の水源地 库米尔村的水源地,11,5,9,15,2,,
29,クミル村の水源地 库米尔村的水源地,12,2,f,15,2,,
29,クミル村の水源地 库米尔村的水源地,13,8,b,15,2,,
29,クミル村の水源地 库米尔村的水源地,14,7,d,2b,28,,
29,クミル村の水源地 库米尔村的水源地,15,9,b,2b,28,,
29,クミル村の水源地 库米尔村的水源地,16,8,e,2b,28,,
29,クミル村の水源地 库米尔村的水源地,17,5,11,2b,28,,
29,クミル村の水源地 库米尔村的水源地,18,1,4,29(枯萎的嫩芽),a,,
29,クミル村の水源地 库米尔村的水源地,19,1,e,29(枯萎的嫩芽),a,,
29,クミル村の水源地 库米尔村的水源地,20,8,11,8(宝物堆),a29,1,
29,クミル村の水源地 库米尔村的水源地,21,5,c,f(治愈点),,,
29,クミル村の水源地 库米尔村的水源地,22,5,c,10,,,
29,クミル村の水源地 库米尔村的水源地,23,5,6,f(治愈点),,,
29,クミル村の水源地 库米尔村的水源地,24,4,e,8(宝物堆),c9,a,
29,クミル村の水源地 库米尔村的水源地,25,7,a,21,22,,
2a,忘神の墓 忘神之墓,0,6,6,2(出击门),,,
2a,忘神の墓 忘神之墓,1,5,6,8(宝物堆),119,1,
2a,忘神の墓 忘神之墓,2,4,3,7,af1,1,
2a,忘神の墓 忘神之墓,3,8,1,7,11b,1,
2a,忘神の墓 忘神之墓,4,2,3,7,b19,1,
2a,忘神の墓 忘神之墓,5,1,6,1f(采集点),6,5,
2a,忘神の墓 忘神之墓,6,1,7,1f(采集点),6,6,
2a,忘神の墓 忘神之墓,7,1,9,20(挖掘点),b,4,
2a,忘神の墓 忘神之墓,8,8,7,1f(采集点),6,5,
2a,忘神の墓 忘神之墓,9,8,9,5(刷怪旋涡),6,7,
2a,忘神の墓 忘神之墓,10,8,2,1c,2,,
2a,忘神の墓 忘神之墓,11,8,3,1c,2,,
2a,忘神の墓 忘神之墓,12,7,c,1c,2,,
2a,忘神の墓 忘神之墓,13,5,7,29(枯萎的嫩芽),a,,
2a,忘神の墓 忘神之墓,14,5,9,29(枯萎的嫩芽),a,,
2a,忘神の墓 忘神之墓,15,8,6,29(枯萎的嫩芽),a,,
2a,忘神の墓 忘神之墓,16,8,a,29(枯萎的嫩芽),a,,
2a,忘神の墓 忘神之墓,17,3,6,9,,,
2a,忘神の墓 忘神之墓,18,1,b,2b,28,,
2a,忘神の墓 忘神之墓,19,3,8,f(治愈点),,,
2a,忘神の墓 忘神之墓,20,6,b,15,2,,
2b,魔葉の河畔林 魔叶的河畔林,0,9,3,5(刷怪旋涡),4,3,
2b,魔葉の河畔林 魔叶的河畔林,1,8,a,5(刷怪旋涡),3,8,
2b,魔葉の河畔林 魔叶的河畔林,2,1,9,5(刷怪旋涡),4,6,
2b,魔葉の河畔林 魔叶的河畔林,3,2,1,1f(采集点),10,4,
2b,魔葉の河畔林 魔叶的河畔林,4,9,2,1f(采集点),10,4,
2b,魔葉の河畔林 魔叶的河畔林,5,1,1,1f(采集点),10,6,
2b,魔葉の河畔林 魔叶的河畔林,6,7,9,1f(采集点),10,6,
2b,魔葉の河畔林 魔叶的河畔林,7,2,7,1c,7,,
2b,魔葉の河畔林 魔叶的河畔林,8,1,3,29(枯萎的嫩芽),a,,
2b,魔葉の河畔林 魔叶的河畔林,9,8,5,29(枯萎的嫩芽),a,,
2b,魔葉の河畔林 魔叶的河畔林,10,a,8,29(枯萎的嫩芽),a,,
2b,魔葉の河畔林 魔叶的河畔林,11,5,9,29(枯萎的嫩芽),a,,
2b,魔葉の河畔林 魔叶的河畔林,12,5,7,7,a2a,1,
2b,魔葉の河畔林 魔叶的河畔林,13,1,a,f(治愈点),,,
2b,魔葉の河畔林 魔叶的河畔林,14,a,4,f(治愈点),,,
2b,魔葉の河畔林 魔叶的河畔林,15,7,6,21,22,,
2b,魔葉の河畔林 魔叶的河畔林,16,8,6,15,,,
51,廃妖の谷底 废妖的谷底,0,e,1,1f(采集点),4,,
51,廃妖の谷底 废妖的谷底,1,a,4,1f(采集点),9,5,
51,廃妖の谷底 废妖的谷底,2,9,7,1f(采集点),9,5,
51,廃妖の谷底 废妖的谷底,3,1,7,1f(采集点),9,6,
51,廃妖の谷底 废妖的谷底,4,e,a,1f(采集点),9,7,
51,廃妖の谷底 废妖的谷底,5,3,d,20(挖掘点),7,5,
51,廃妖の谷底 废妖的谷底,6,3,e,20(挖掘点),7,6,
51,廃妖の谷底 废妖的谷底,7,3,6,5(刷怪旋涡),8,4,
51,廃妖の谷底 废妖的谷底,8,4,4,1c,3,,
51,廃妖の谷底 废妖的谷底,9,7,6,1c,4,,
51,廃妖の谷底 废妖的谷底,10,2,8,1c,4,,
51,廃妖の谷底 废妖的谷底,11,e,6,1c,4,,
51,廃妖の谷底 废妖的谷底,12,8,d,1c,4,,
51,廃妖の谷底 废妖的谷底,13,1,b,1c,8,,
51,廃妖の谷底 废妖的谷底,14,1,c,1c,8,,
51,廃妖の谷底 废妖的谷底,15,1,d,1c,8,,
51,廃妖の谷底 废妖的谷底,16,a,b,14,2,,
51,廃妖の谷底 废妖的谷底,17,d,b,14,2,,
51,廃妖の谷底 废妖的谷底,18,d,e,14,2,,
51,廃妖の谷底 废妖的谷底,19,b,d,11,2,,
51,廃妖の谷底 废妖的谷底,20,b,e,11,2,,
51,廃妖の谷底 废妖的谷底,21,e,d,11,2,,
51,廃妖の谷底 废妖的谷底,22,5,2,29(枯萎的嫩芽),a,,
51,廃妖の谷底 废妖的谷底,23,c,1,29(枯萎的嫩芽),a,,
51,廃妖の谷底 废妖的谷底,24,c,2,29(枯萎的嫩芽),a,,
51,廃妖の谷底 废妖的谷底,25,7,a,29(枯萎的嫩芽),a,,
51,廃妖の谷底 废妖的谷底,26,7,e,29(枯萎的嫩芽),a,,
51,廃妖の谷底 废妖的谷底,27,b,a,29(枯萎的嫩芽),a,,
51,廃妖の谷底 废妖的谷底,28,e,e,29(枯萎的嫩芽),a,,
51,廃妖の谷底 废妖的谷底,29,5,5,2a(破损的石碑),14,,
51,廃妖の谷底 废妖的谷底,30,5,7,2a(破损的石碑),14,,
51,廃妖の谷底 废妖的谷底,31,6,2,2b,28,,
51,廃妖の谷底 废妖的谷底,32,5,e,2c,50,,
51,廃妖の谷底 废妖的谷底,33,e,3,7,138,1,
51,廃妖の谷底 废妖的谷底,34,2,5,7,b09,1,
51,廃妖の谷底 废妖的谷底,35,4,2,8(宝物堆),d4,1,
51,廃妖の谷底 废妖的谷底,36,4,3,8(宝物堆),d5,1,
51,廃妖の谷底 废妖的谷底,37,2,c,b,,,
51,廃妖の谷底 废妖的谷底,38,7,3,9,,,
51,廃妖の谷底 废妖的谷底,39,6,8,f(治愈点),,,
51,廃妖の谷底 废妖的谷底,40,6,8,10,,,
51,廃妖の谷底 废妖的谷底,41,4,7,f(治愈点),,,
51,廃妖の谷底 废妖的谷底,42,6,b,f(治愈点),,,
51,廃妖の谷底 废妖的谷底,43,a,2,21,22,,
52,雲駆る吊り橋 凌云吊桥,0,e,a,2(出击门),,,
52,雲駆る吊り橋 凌云吊桥,1,5,6,20(挖掘点),8,4,
52,雲駆る吊り橋 凌云吊桥,2,b,3,20(挖掘点),8,4,
52,雲駆る吊り橋 凌云吊桥,3,b,4,20(挖掘点),8,5,
52,雲駆る吊り橋 凌云吊桥,4,f,b,20(挖掘点),8,6,
52,雲駆る吊り橋 凌云吊桥,5,2,1,1f(采集点),a,6,
52,雲駆る吊り橋 凌云吊桥,6,f,e,1f(采集点),a,6,
52,雲駆る吊り橋 凌云吊桥,7,7,d,5(刷怪旋涡),8,6,
52,雲駆る吊り橋 凌云吊桥,8,e,e,5(刷怪旋涡),6,8,
52,雲駆る吊り橋 凌云吊桥,9,3,8,1c,3,,
52,雲駆る吊り橋 凌云吊桥,10,2,b,1c,4,,
52,雲駆る吊り橋 凌云吊桥,11,f,8,1c,3,,
52,雲駆る吊り橋 凌云吊桥,12,b,e,1c,3,,
52,雲駆る吊り橋 凌云吊桥,13,5,9,16,2,,
52,雲駆る吊り橋 凌云吊桥,14,2,e,16,2,,
52,雲駆る吊り橋 凌云吊桥,15,9,6,16,2,,
52,雲駆る吊り橋 凌云吊桥,16,7,8,16,2,,
52,雲駆る吊り橋 凌云吊桥,17,e,8,16,2,,
52,雲駆る吊り橋 凌云吊桥,18,d,d,16,2,,
52,雲駆る吊り橋 凌云吊桥,19,1,e,29(枯萎的嫩芽),a,,
52,雲駆る吊り橋 凌云吊桥,20,9,d,29(枯萎的嫩芽),a,,
52,雲駆る吊り橋 凌云吊桥,21,2,8,29(枯萎的嫩芽),a,,
52,雲駆る吊り橋 凌云吊桥,22,5,5,29(枯萎的嫩芽),a,,
52,雲駆る吊り橋 凌云吊桥,23,f,3,29(枯萎的嫩芽),a,,
52,雲駆る吊り橋 凌云吊桥,24,1,1,2b,28,,
52,雲駆る吊り橋 凌云吊桥,25,1,3,2b,28,,
52,雲駆る吊り橋 凌云吊桥,26,6,3,8(宝物堆),18a,3,
52,雲駆る吊り橋 凌云吊桥,27,2,6,8(宝物堆),d0,1,
52,雲駆る吊り橋 凌云吊桥,28,3,4,a,,,
52,雲駆る吊り橋 凌云吊桥,29,8,7,a,,,
52,雲駆る吊り橋 凌云吊桥,30,3,5,3e,,,
52,雲駆る吊り橋 凌云吊桥,31,b,6,c,,,
52,雲駆る吊り橋 凌云吊桥,32,b,8,7,187,4,
52,雲駆る吊り橋 凌云吊桥,33,c,8,7,b05,1,
52,雲駆る吊り橋 凌云吊桥,34,8,e,f(治愈点),,,
52,雲駆る吊り橋 凌云吊桥,35,8,e,10,,,
52,雲駆る吊り橋 凌云吊桥,36,4,6,8(宝物堆),c9,a,
52,雲駆る吊り橋 凌云吊桥,37,9,8,f(治愈点),,,
53,幻獣の巣窟 幻兽的巢窟,0,5,3,20(挖掘点),5,,
53,幻獣の巣窟 幻兽的巢窟,1,4,7,20(挖掘点),10,3,
53,幻獣の巣窟 幻兽的巢窟,2,4,8,20(挖掘点),10,4,
53,幻獣の巣窟 幻兽的巢窟,3,8,5,1f(采集点),11,4,
53,幻獣の巣窟 幻兽的巢窟,4,5,2,1c,7,,
53,幻獣の巣窟 幻兽的巢窟,5,6,2,2a(破损的石碑),14,,
53,幻獣の巣窟 幻兽的巢窟,6,6,4,2a(破损的石碑),14,,
53,幻獣の巣窟 幻兽的巢窟,7,3,8,2a(破损的石碑),14,,
53,幻獣の巣窟 幻兽的巢窟,8,7,3,8(宝物堆),5db,3,
53,幻獣の巣窟 幻兽的巢窟,9,5,6,8(宝物堆),cd,1,
53,幻獣の巣窟 幻兽的巢窟,10,8,1,7,966,1,
53,幻獣の巣窟 幻兽的巢窟,11,5,4,f(治愈点),,,
53,幻獣の巣窟 幻兽的巢窟,12,7,7,21,22,,
54,飢狼の黒曜湖 饥狼的黑曜湖,0,2,e,2(出击门),,,
54,飢狼の黒曜湖 饥狼的黑曜湖,1,10,4,2(出击门),2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,2,b,1,5(刷怪旋涡),5,a,
54,飢狼の黒曜湖 饥狼的黑曜湖,3,10,9,5(刷怪旋涡),5,a,
54,飢狼の黒曜湖 饥狼的黑曜湖,4,5,2,5(刷怪旋涡),6,7,
54,飢狼の黒曜湖 饥狼的黑曜湖,5,1,9,20(挖掘点),14,7,
54,飢狼の黒曜湖 饥狼的黑曜湖,6,2,9,20(挖掘点),14,7,
54,飢狼の黒曜湖 饥狼的黑曜湖,7,8,b,20(挖掘点),14,8,
54,飢狼の黒曜湖 饥狼的黑曜湖,8,6,b,1f(采集点),15,6,
54,飢狼の黒曜湖 饥狼的黑曜湖,9,a,8,1f(采集点),15,7,
54,飢狼の黒曜湖 饥狼的黑曜湖,10,11,9,1f(采集点),15,6,
54,飢狼の黒曜湖 饥狼的黑曜湖,11,f,b,1f(采集点),15,7,
54,飢狼の黒曜湖 饥狼的黑曜湖,12,c,5,1f(采集点),15,6,
54,飢狼の黒曜湖 饥狼的黑曜湖,13,a,2,1c,b,,
54,飢狼の黒曜湖 饥狼的黑曜湖,14,12,3,1c,b,,
54,飢狼の黒曜湖 饥狼的黑曜湖,15,4,6,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,16,5,c,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,17,7,a,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,18,8,e,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,19,b,3,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,20,a,5,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,21,e,4,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,22,f,8,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,23,6,1,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,24,7,5,14,2,,
54,飢狼の黒曜湖 饥狼的黑曜湖,25,5,f,2b,28,,
54,飢狼の黒曜湖 饥狼的黑曜湖,26,9,f,2b,28,,
54,飢狼の黒曜湖 饥狼的黑曜湖,27,e,e,2b,28,,
54,飢狼の黒曜湖 饥狼的黑曜湖,28,8,7,2b,28,,
54,飢狼の黒曜湖 饥狼的黑曜湖,29,2,a,2c,50,,
54,飢狼の黒曜湖 饥狼的黑曜湖,30,12,b,8(宝物堆),d2,1,
54,飢狼の黒曜湖 饥狼的黑曜湖,31,3,1,7,18a,2,
54,飢狼の黒曜湖 饥狼的黑曜湖,32,3,7,7,130,1,
54,飢狼の黒曜湖 饥狼的黑曜湖,33,6,6,f(治愈点),,,
54,飢狼の黒曜湖 饥狼的黑曜湖,34,a,d,f(治愈点),,,
54,飢狼の黒曜湖 饥狼的黑曜湖,35,b,4,f(治愈点),,,
54,飢狼の黒曜湖 饥狼的黑曜湖,36,8,1,21,23,,
54,飢狼の黒曜湖 饥狼的黑曜湖,37,c,c,14,2,,
65,苔の山滝 苔山瀑布,0,4,3,1f(采集点),5,,
65,苔の山滝 苔山瀑布,1,c,3,1f(采集点),c,5,
65,苔の山滝 苔山瀑布,2,c,5,1f(采集点),c,6,
65,苔の山滝 苔山瀑布,3,c,b,1f(采集点),c,4,
65,苔の山滝 苔山瀑布,4,6,2,5(刷怪旋涡),5,8,
65,苔の山滝 苔山瀑布,5,9,a,5(刷怪旋涡),6,7,
65,苔の山滝 苔山瀑布,6,5,6,1c,6,,
65,苔の山滝 苔山瀑布,7,c,8,1c,6,,
65,苔の山滝 苔山瀑布,8,b,a,f(治愈点),,,
65,苔の山滝 苔山瀑布,9,b,a,10,,,
65,苔の山滝 苔山瀑布,10,4,2,23,,,
65,苔の山滝 苔山瀑布,11,8,2,23,,,
65,苔の山滝 苔山瀑布,12,2,5,23,,,
65,苔の山滝 苔山瀑布,13,5,d,23,,,
65,苔の山滝 苔山瀑布,14,8,d,23,,,
65,苔の山滝 苔山瀑布,15,3,1,29(枯萎的嫩芽),a,,
65,苔の山滝 苔山瀑布,16,4,5,29(枯萎的嫩芽),a,,
65,苔の山滝 苔山瀑布,17,8,6,29(枯萎的嫩芽),a,,
65,苔の山滝 苔山瀑布,18,b,4,29(枯萎的嫩芽),a,,
65,苔の山滝 苔山瀑布,19,c,e,29(枯萎的嫩芽),a,,
65,苔の山滝 苔山瀑布,20,c,1,8(宝物堆),11d,1,
65,苔の山滝 苔山瀑布,21,8,3,8(宝物堆),cc,4,
65,苔の山滝 苔山瀑布,22,1,4,7,b03,1,
65,苔の山滝 苔山瀑布,23,5,5,f(治愈点),,,
65,苔の山滝 苔山瀑布,24,1,2,21,22,,
66,乾風の山 干风之山,0,1,6,20(挖掘点),6,,
66,乾風の山 干风之山,1,a,5,20(挖掘点),c,4,
66,乾風の山 干风之山,2,7,b,20(挖掘点),c,5,
66,乾風の山 干风之山,3,a,4,20(挖掘点),c,5,
67,嵐燐回廊 岚燐回廊,0,4,d,1f(采集点),5,,
67,嵐燐回廊 岚燐回廊,1,c,d,1f(采集点),d,5,
67,嵐燐回廊 岚燐回廊,2,4,2,5(刷怪旋涡),4,a,
67,嵐燐回廊 岚燐回廊,3,c,8,5(刷怪旋涡),3,d,
68,遺却の旧鉱山 废弃的旧矿山,0,1,8,20(挖掘点),7,,
68,遺却の旧鉱山 废弃的旧矿山,1,3,8,20(挖掘点),16,7,
68,遺却の旧鉱山 废弃的旧矿山,2,5,9,1f(采集点),16,6,
68,遺却の旧鉱山 废弃的旧矿山,3,8,3,1f(采集点),16,6,
68,遺却の旧鉱山 废弃的旧矿山,4,7,5,5(刷怪旋涡),3,a,
68,遺却の旧鉱山 废弃的旧矿山,5,2,1,29(枯萎的嫩芽),a,,
68,遺却の旧鉱山 废弃的旧矿山,6,5,8,29(枯萎的嫩芽),a,,
68,遺却の旧鉱山 废弃的旧矿山,7,7,8,29(枯萎的嫩芽),a,,
68,遺却の旧鉱山 废弃的旧矿山,8,b,2,29(枯萎的嫩芽),a,,
68,遺却の旧鉱山 废弃的旧矿山,9,d,a,1c,a,,
68,遺却の旧鉱山 废弃的旧矿山,10,2,8,3f,,,
68,遺却の旧鉱山 废弃的旧矿山,11,4,6,f(治愈点),,,
68,遺却の旧鉱山 废弃的旧矿山,12,6,8,21,24,,
