说话人名称:说话人ID:日文原文（出现多次）,章节_1,当前翻译_1,章节_2,当前翻译_2,章节_3,当前翻译_3,章节_4,当前翻译_4,章节_5,当前翻译_5,章节_6,当前翻译_6,章节_7,当前翻译_7,章节_8,当前翻译_8,章节_9,当前翻译_9,章节_10,当前翻译_10,章节_11,当前翻译_11,章节_12,当前翻译_12,章节_13,当前翻译_13,章节_14,当前翻译_14,章节_15,当前翻译_15,章节_16,当前翻译_16,章节_17,当前翻译_17,章节_18,当前翻译_18,章节_19,当前翻译_19,章节_20,当前翻译_20,章节_21,当前翻译_21,章节_22,当前翻译_22,章节_23,当前翻译_23,章节_24,当前翻译_24,章节_25,当前翻译_25,章节_26,当前翻译_26,章节_27,当前翻译_27,章节_28,当前翻译_28,章节_29,当前翻译_29,章节_30,当前翻译_30,章节_31,当前翻译_31,章节_32,当前翻译_32,章节_33,当前翻译_33,章节_34,当前翻译_34,章节_35,当前翻译_35,章节_36,当前翻译_36,章节_37,当前翻译_37,章节_38,当前翻译_38,章节_39,当前翻译_39,章节_40,当前翻译_40,章节_41,当前翻译_41,章节_42,当前翻译_42,章节_43,当前翻译_43,章节_44,当前翻译_44,章节_45,当前翻译_45,章节_46,当前翻译_46,章节_47,当前翻译_47,章节_48,当前翻译_48,章节_49,当前翻译_49,章节_50,当前翻译_50,章节_51,当前翻译_51,章节_52,当前翻译_52,章节_53,当前翻译_53,章节_54,当前翻译_54,章节_55,当前翻译_55,章节_56,当前翻译_56,章节_57,当前翻译_57,章节_58,当前翻译_58,章节_59,当前翻译_59,章节_60,当前翻译_60,章节_61,当前翻译_61,章节_62,当前翻译_62,章节_63,当前翻译_63,章节_64,当前翻译_64,章节_65,当前翻译_65,章节_66,当前翻译_66,章节_67,当前翻译_67,章节_68,当前翻译_68,章节_69,当前翻译_69,章节_70,当前翻译_70,章节_71,当前翻译_71,章节_72,当前翻译_72,章节_73,当前翻译_73,章节_74,当前翻译_74,章节_75,当前翻译_75,章节_76,当前翻译_76,章节_77,当前翻译_77,章节_78,当前翻译_78,章节_79,当前翻译_79,章节_80,当前翻译_80
アヴァロ:1:「行動終了だ」,SC6910,「行动结束」,SC6920,「行动结束」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「最初から城砦のことを持ち出さず、カトリトをことを話していれば、少しは信用できたかもしれないのに」,SC0190,「如果从一开始就不提城砦的事，而是告诉我们卡特利特的事，说不定我们还能多信任你一些」,SC0190,「如果从一开始就不提城砦的事，而是告诉我们卡特利特的事，说不定我们还能多信任你一些」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「次は頑張ろう」,SC6910,「下次再加油吧」,SC6920,「下次再加油吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「実際にするつもりはもちろんない。交渉材料として、そういう状況も有り得ると神殿に伝えてくれればそれでいいんだ」,SC0160,「当然没打算真的那么做。只要你们把‘那种局面也有可能发生’作为谈判筹码传达给神殿，那就足够了」,SC0160,「当然没打算真的那么做。只要你们把‘那种局面也有可能发生’作为谈判筹码传达给神殿，那就足够了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「手持ちじゃ、入場料には届かないみたいだ。また、今度来てみよう」,$3$SC0840,「手头的钱好像不够入场费呢。改天再来吧」,$3$SC0840,「手头的钱好像不够入场费呢。改天再来吧」,$3$SC0840,「手头的钱好像不够入场费呢。改天再来吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「処理実装保留中」,SC6910,「处理实装保留中」,SC6920,「处理实装保留中」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「初めの方に少し言ったよな。交渉がしたいんだ。俺たちの要求は一つ、そう『時間』だ」,SC0160,「我一开始就说过一点吧。我想谈判。我们的要求只有一个，那就是‘时间’」,SC0160,「我一开始就说过一点吧。我想谈判。我们的要求只有一个，那就是‘时间’」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「勝負！」,SC6910,「一决胜负！」,SC6920,「一决胜负！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「少なくとも俺は、そう思っている」,SC0160,「至少我是这么认为的」,SC0160,「至少我是这么认为的」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「城砦に乗り込んで一緒に行くのはミクシュアナさんたちと他数名って感じか」,SC0160,「也就是说，登上城砦同行的，是米克修亚娜你们和其他几位吧」,SC0160,「也就是说，登上城砦同行的，是米克修亚娜你们和其他几位吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「城砦は<ruby>禁忌<rt>きんき</rt></ruby>の存在だ。それを踏まえた状態で話がしたい」,SC0160,「城砦是禁忌之物。我想在承认这一点的前提下谈谈」,SC0160,「城砦是禁忌之物。我想在承认这一点的前提下谈谈」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「心配だけど、ここからは俺たちが踏み込めない領域だよ」,SC0190,「虽然担心，但接下来就是我们不能插足的领域了」,SC0190,「虽然担心，但接下来就是我们不能插足的领域了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「水精サンバグ族のものと思わしき浮き彫り細工が飾られているな」,$4$SC6870,「这里装饰着像是水精桑巴格族之物的浮雕细工啊」,$4$SC6870,「这里装饰着像是水精桑巴格族之物的浮雕细工啊」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「先代の長は、跡目争いで殺されたってことなのか」,SC0190,「也就是说，先代族长是在继承之争中被杀的吗」,SC0190,「也就是说，先代族长是在继承之争中被杀的吗」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「戦っている内に頭が冷えたんだよ」,SC0160,「打着打着，头脑就冷静下来了」,SC0160,「打着打着，头脑就冷静下来了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「待ってくれ」,$5$SC2860,「等一下」,SC0590,「等一下」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「待てよ」,SC0190,「等等」,SC0190,「等等」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「賭け事は今の生活に影響が出るかもしれないし、入らないでおこう」,$3$SC0840,「赌局说不定会影响现在的生活，还是别进去了吧」,$3$SC0840,「赌局说不定会影响现在的生活，还是别进去了吧」,$3$SC0840,「赌局说不定会影响现在的生活，还是别进去了吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「把握している分はこれで全部か。一度城砦に戻って確認してみよう」,$1$SC6830,「目前掌握到的就这些了吗。先回城砦确认一下吧」,$1$SC6830,「目前掌握到的就这些了吗。先回城砦确认一下吧」,$1$SC6830,「目前掌握到的就这些了吗。先回城砦确认一下吧」,$1$SC6830,「目前掌握到的就这些了吗。先回城砦确认一下吧」,$1$SC6830,「目前掌握到的就这些了吗。先回城砦确认一下吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「竜族の問題に、旅で寄っただけの俺たちが首を突っ込んじゃいけない気がする」,SC0190,「龙族的问题，不该由只是途经此地的我们插手」,SC0190,「龙族的问题，不该由只是途经此地的我们插手」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「」,SC1620,「……」,SC1620,「……」,SC2060,「……」,SC2500,「……」,SC2500,「……」,SC3090,「……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「ありがとう」,SC0280,「……谢谢」,SC2150,「……谢谢」,SC6790,「……谢谢」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「いいのか？」,SC0680,「……可以吗？」,SC1590,「……可以吗？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「いやー、ほんと絶景、だよな」,SC0160,「……哎呀，真是……绝景，对吧」,SC0160,「……哎呀，真是……绝景，对吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「そうかよ」,SC0740,「……是吗」,SC2190,「……是吗」,SC2500,「……是吗」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「どうした？」,SC0800,「……怎么了？」,SC2150,「……怎么了？」,SC2710,「……怎么了？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「なるほど」,SC0250,「……原来如此」,SC2180,「……原来如此」,SC2180,「……原来如此」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「もしかしてまだ戦うつもりなのか？　まだ俺たちはやれる、みたいな」,SC0190,「……难道他们还打算再战吗？像是『我们还能打』之类的」,SC0190,「……难道他们还打算再战吗？像是『我们还能打』之类的」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「ん？」,SC0190,「……嗯？」,SC1620,「……嗯？」,SC2090,「……嗯？」,SC2090,「……嗯？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「元凶ってのは、カルメルグのことか？」,SC0190,「……所谓元凶，是指卡尔梅尔格吗？」,SC0190,「……所谓元凶，是指卡尔梅尔格吗？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アヴァロ:1:「は？」,SC0740,「…………哈？」,SC2800,「…………哈？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「うん。分かった」,SC2060,「嗯。明白了」,SC2060,「嗯。明白了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「お湯と水の違い、温度だけ。よく分からない理論は良くない」,SP0162,「热水和水的差别，只有温度。搞不懂的理论，不好」,SP0163,「热水和水的差别，只有温度。搞不懂的理论，不好」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「にゅわー。お湯が飛んでくるー。助けて女神様ー」,SP0162,「呜哇——。热水泼过来了——。救命啊，女神大人——」,SP0163,「呜哇——。热水泼过来了——。救命啊，女神大人——」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「ミケユ、お胸、ない」,SP0162,「米凯优，胸部，没有」,SP0163,「米凯优，胸部，没有」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「よせて、あげて、ちっぱいの背比べ」,SP0162,「收拢、上托、平胸比高低」,SP0163,「收拢、上托、平胸比高低」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「移動終わり」,SC6910,「移动结束」,SC6920,「移动结束」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「結論。おっぱいには乗れない。つまりイオは入れない」,SP0162,「结论。不能乘着胸部。所以伊欧不进水里」,SP0163,「结论。不能乘着胸部。所以伊欧不进水里」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「参考にする」,SC2030,「记下了」,SC2500,「记下了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「食べる」,SC2090,「吃掉」,SC2150,「吃掉」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「神さま、えろい」,$1$SC2820,「神明大人，好色」,$3$SC2340,「神明大人，好色」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「神さま、好き」,$3$SC2340,「神明大人，喜欢」,SC2060,「神明大人，喜欢」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「水には入れない。天敵」,SP0162,「不能进水。是天敌」,SP0163,「不能进水。是天敌」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「あ、う」,$3$SC6050,「……啊、唔」,SC0040,「……啊、唔」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「また来る」,SC5740,「……我还会再来」,SC5740,「……我还会再来」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオル:3:「」,SC0040,「…………」,SC0100,「…………」,SC0500,「…………」,SC0590,「…………」,SC1650,「…………」,SC2030,「…………」,SC2030,「…………」,SC2030,「…………」,SC2030,「…………」,SC2120,「…………」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルース騎士:9b:「おおっ！」,SC1500,「哦哦！」,SC2150,「哦哦！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヴァレフォル:16:「むぅぅ～」,$1$SC0330,「唔唔～」,$1$SC3320,「唔唔～」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「アヴァロ君。私はカトリトが王として振る舞えるよう支える役目がある」,SC0190,「阿瓦罗。我肩负着扶持卡特利特、让她能以王的身份行事的职责」,SC0190,「阿瓦罗。我肩负着扶持卡特利特、让她能以王的身份行事的职责」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「おかげで相手の意表を突くことができた。そうだろう？」,SC0190,「托此之福，才能打对方一个措手不及。对吧？」,SC0190,「托此之福，才能打对方一个措手不及。对吧？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「お互い様だろう？　アヴァロ君は私の商会や情報を利用して竜族に打ち勝った」,SC0190,「彼此彼此吧？阿瓦罗你，不也是利用我的商会和情报，才战胜了龙族吗」,SC0190,「彼此彼此吧？阿瓦罗你，不也是利用我的商会和情报，才战胜了龙族吗」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「この世は助け合いだよ。本当の意味で１人で生きているなんてことはないんだ」,SC0190,「这世间本就是互助互利的。没有人是真正意义上独自活着的」,SC0190,「这世间本就是互助互利的。没有人是真正意义上独自活着的」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「これからは父親の想いを継いで、立派に成長して、竜族を導かなければならない」,SC0190,「今后，她要继承父亲的遗志，茁壮成长，带领龙族前行」,SC0190,「今后，她要继承父亲的遗志，茁壮成长，带领龙族前行」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「さて、アヴァロ君たちはこれから先へ進むのかな」,SC0190,「那么，阿瓦罗你们接下来要继续前进了吗」,SC0190,「那么，阿瓦罗你们接下来要继续前进了吗」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
